holding_code,type,sector,symbol
KF-LTFEQ-UOBT-SAV,Stock (US),Financial Services,UOVEF
KFSEQ-D-TISCOB-SAV,Stock (TH),Financial Services,TISCO
KFSEQ-D-UOBR-SAV,Stock (US),Utilities,D
KFSMART-SCB-FI,Stock (TH),Financial Services,SCB
KFSMART-TISCOB-SAV,Stock (TH),Financial Services,TISCO
KFSMART-UOBT-SAV,Stock (US),Financial Services,UOVEF
KFSMART-TISCOB-SAV,Stock (TH),Financial Services,TISCO
KFSMART-UOBT-SAV,Stock (US),Financial Services,UOVEF
KFSPLUS-TISCO-SAV,Stock (TH),Financial Services,TISCO
KFSMUL-UOBR-SAV,Stock (US),Financial Services,UOVEF
KFSPLUS-UOBR-SAV,Stock (US),Financial Services,UOVEF
KFSPLUS-UOBR-SAV,Stock (US),Financial Services,UOVEF
KFSTARRMF-UOBT-SAV,Stock (US),Financial Services,UOVEF
KFSUPER-SCB-FI,Stock (TH),Financial Services,SCB
KFSUPERRMF-SCB-FI,Stock (TH),Financial Services,SCB
KFSUPER-TISCO-EQ,Stock (TH),Financial Services,TISCO
KFSUPER-UOBT-EQ,Stock (US),Financial Services,UOVEF
KFSUPERRMF-TISCO-F,Stock (TH),Financial Services,TISCO
KFTHAICG-TISCO-SAV,Stock (TH),Financial Services,TISCO
KFSUPERRMF-UOBT-EQ,Stock (US),Financial Services,UOVEF
KFTHAICG-UOBT-SA,Stock (US),Financial Services,UOVEF
KFTHAIESG-BBL-EQ2,Stock (TH),Financial Services,BBL
KFTHAIESG-BBL-EQ1,Stock (TH),Financial Services,BBL
KFTHAIESG-UOBT-EQ1,Stock (US),Financial Services,UOVEF
KFTHAIESG-UOBT-EQ1,Stock (US),Financial Services,UOVEF
KFTHAIESG-UOBT-SBL,Stock (US),Financial Services,UOVEF
KFLTFTSM-D-SCB-SAV,Stock (TH),Financial Services,SCB
KFTHAIESG-UOBT-SBL,Stock (US),Financial Services,UOVEF
KFLTFTSM-D-UOBT-SA,Stock (US),Financial Services,UOVEF
KFTHAISM-TISCO-SA,Stock (TH),Financial Services,TISCO
ZEN,Stock (TH),Consumer Cyclical,ZEN
KFTRB-TISCO-SAV,Stock (TH),Financial Services,TISCO
ZEN,Stock (TH),Consumer Cyclical,ZEN
KFTHAISM-UOBT-SA,Stock (US),Financial Services,UOVEF
KFTSRMF-TISCO-SAV,Stock (TH),Financial Services,TISCO
KFTRB-UOBT-SAV,Stock (US),Financial Services,UOVEF
KFTSRMF-UOBR-SAV,Stock (US),Financial Services,UOVEF
KFTRB-UOBT-SAV,Stock (US),Financial Services,UOVEF
KFTSTAR-BBL-SAV,Stock (TH),Financial Services,BBL
KFTSTAR-TISCO-SA,Stock (TH),Financial Services,TISCO
KFTSTAR-TISCO-SA,Stock (TH),Financial Services,TISCO
KFTSTAR-UOBT-SAV,Stock (US),Financial Services,UOVEF
KFTSTAR-UOBT-SAV,Stock (US),Financial Services,UOVEF
KFLTFSTARD-UOBT-SA,Stock (US),Financial Services,UOVEF
KFLTFSTARD-UOBT-SA,Stock (US),Financial Services,UOVEF
KFUS-SCBT-SAV,Stock (US),Financial Services,SCBFF
KFUS-TISCO-SAV,Stock (TH),Financial Services,TISCO
KFUS-TISCO-SAV,Stock (TH),Financial Services,TISCO
KFUS-UOBT-SAV,Stock (US),Financial Services,UOVEF
KFUS-UOBT-SAV,Stock (US),Financial Services,UOVEF
KFUSINDFX-SCBT-SAV,Stock (US),Financial Services,SCBFF
KFUSINDFXR-SCBT-SA,Stock (US),Financial Services,SCBFF
KFUSINDFX-SCBT-SAV,Stock (US),Financial Services,SCBFF
KFUSINDX-SCBT-SA,Stock (US),Financial Services,SCBFF
KFUSINDX-UOBT-SA,Stock (US),Financial Services,UOVEF
KFUSINDX-SCBT-US,Stock (US),Financial Services,SCBFF
KFUSINDX-SCBT-US,Stock (US),Financial Services,SCBFF
KFUSSSF-SCBT-SAV,Stock (US),Financial Services,SCBFF
KFUSRMF-SCBT-SAV,Stock (US),Financial Services,SCBFF
KFVALUE-TISCO_EQ1,Stock (TH),Financial Services,TISCO
KFVALUE-TISCO_EQ2,Stock (TH),Financial Services,TISCO
KFVALUE-UOBT_EQ1,Stock (US),Financial Services,UOVEF
KFVIET-BBL-SAV,Stock (TH),Financial Services,BBL
KFVIET-TISCO-SAV,Stock (TH),Financial Services,TISCO
KFVALUE-UOBT_EQ2,Stock (US),Financial Services,UOVEF
KFYENJAI-BBL-SBL-K,Stock (TH),Financial Services,BBL
KFVIET-UOBT-SAV,Stock (US),Financial Services,UOVEF
KFVIET-UOBT-SAV,Stock (US),Financial Services,UOVEF
KFYENJAI-TISCO-FI,Stock (TH),Financial Services,TISCO
JPY KKP ACT FIXED,Stock (TH),Financial Services,KKP
KFYENJAI-UOB-SBL-K,Stock (US),Financial Services,UOVEF
KFYENJAI-UOBT-FI,Stock (US),Financial Services,UOVEF
USD COREPATH EX F,Stock (US),Consumer Cyclical,F
USD COREPATH EX F,Stock (US),Consumer Cyclical,F
USD COREPATH LI F,Stock (US),Financial Services,BKAYY
USD COREPATH LI F,Stock (US),Financial Services,BKAYY
USD COREPATH ULT F,Stock (US),Consumer Cyclical,F
USD COREPATH ULT F,Stock (US),Consumer Cyclical,F
USD COREPATH ULT F,Stock (US),Consumer Cyclical,F
USD EMXCH-H,Stock (US),Financial Services,KPCPF
USD EMXCH-H,Stock (US),Financial Services,KPCPF
USD EMXCH-UH,Stock (US),Financial Services,KPCPF
USD G-THEME-H KBAN,Stock (US),Technology,G
USD EMXCH-UH,Stock (US),Financial Services,KPCPF
USD GC-UI KBANK,Stock (TH),Financial Services,KBANK
USD G-THEME-H KBAN,Stock (US),Technology,G
USD GC-UI KBANK,Stock (TH),Financial Services,KBANK
USD GHC KBANK,Stock (TH),Financial Services,KBANK
USD GIMPACT-H KBAN,Stock (US),Financial Services,KPCPF
USD GHC KBANK,Stock (TH),Financial Services,KBANK
USD GINFRAEQ-H KBA,Stock (US),Financial Services,KPCPF
USD GIMPACT-H KBAN,Stock (US),Financial Services,KPCPF
USD GINFRAEQ-H KBA,Stock (US),Financial Services,KPCPF
USD GNP-H KBANK,Stock (TH),Financial Services,KBANK
USD GNP KBANK,Stock (TH),Financial Services,KBANK
USD GNP RMF-UH KBA,Stock (US),Financial Services,KPCPF
USD GNP RMF-H KBAN,Stock (US),Financial Services,KPCPF
USD GVALUE-H,Stock (US),Financial Services,KPCPF
USD GVALUE-H,Stock (US),Financial Services,KPCPF
USD GVALUE-H,Stock (US),Financial Services,KPCPF
USD GVALUE-UH,Stock (US),Financial Services,KPCPF
USD GVALUE-UH,Stock (US),Financial Services,KPCPF
USD GVALUE-UH,Stock (US),Financial Services,KPCPF
USD INCOME-H KBANK,Stock (TH),Financial Services,KBANK
USD INCOME-H KBANK,Stock (TH),Financial Services,KBANK
USD INDIA-H KBANK,Stock (TH),Financial Services,KBANK
USD INDIA-H KBANK,Stock (TH),Financial Services,KBANK
USD INDIA-UH KBANK,Stock (TH),Financial Services,KBANK
USD INDIA-UH KBANK,Stock (TH),Financial Services,KBANK
USD-SA-PROP,Stock (US),Financial Services,SCBFF
USD-SA-PROP RMF,Stock (US),Financial Services,SCBFF
JPY_S-PLUS,Stock (US),Financial Services,BKKPF
USD SIB-H KBANK,Stock (TH),Financial Services,KBANK
JPY_S-PLUS,Stock (US),Financial Services,BKKPF
JPY_S-PLUS,Stock (US),Financial Services,BKKPF
USD SIB-UH KBANK,Stock (TH),Financial Services,KBANK
USD SIB-UH KBANK,Stock (TH),Financial Services,KBANK
SPECIAL C/A - TISCO,Stock (TH),Financial Services,TISCO
MWG VM,Stock (US),Industrials,MWG
ACB VM,Stock (US),Healthcare,ACB
CTG VM,Stock (US),Technology,CTG
BLKCHD2,Stock (US),Financial Services,BLK
BLKCHD2,Stock (US),Financial Services,BLK
BLKCHD2,Stock (US),Financial Services,BLK
ABHSBCS1,Stock (US),Financial Services,HSBC
VGREMELX,Stock (US),,VTEL
ABHSBCS1,Stock (US),Financial Services,HSBC
EQTSICLX,Stock (US),Energy,EQT
JGLSUAID,Stock (US),,JANU
JGLSUAID,Stock (US),,JANU
JGLSUAID,Stock (US),,JANU
AIGF,Stock (US),Financial Services,ALIZF
AIGF,Stock (US),Financial Services,ALIZF
ARGM,Stock (US),Financial Services,ALIZF
AAPL,Stock (US),Technology,AAPL
AMZNUS,Stock (US),Consumer Cyclical,AMZN
METAUS,Stock (US),Communication Services,META
NVDAUS,Stock (US),Technology,NVDA
PANWUS,Stock (US),Technology,PANW
TSLAUS,Stock (US),Consumer Cyclical,TSLA
UNH,Stock (US),Real Estate,UNHRF
TSLAUS,Stock (US),Consumer Cyclical,TSLA
UNH,Stock (US),Real Estate,UNHRF
CLARSP,Stock (US),Consumer Cyclical,CLAR
FLT,Stock (US),Financial Services,FLTLF
MLT,Stock (US),,MLTAF
MLT,Stock (US),,MLTAF
FLT,Stock (US),Financial Services,FLTLF
AMA,Stock (TH),Industrials,AMA
ALGAATLX,Stock (US),Financial Services,ALIZF
TRP,Stock (TH),Healthcare,TRP
BOL,Stock (TH),Industrials,BOL
HL,Stock (TH),Healthcare,HL
CPANEL,Stock (TH),Basic Materials,CPANEL
MEB,Stock (TH),Technology,MEB
JUBILE,Stock (TH),Consumer Cyclical,JUBILE
SECURE,Stock (TH),Technology,SECURE
PACO,Stock (TH),Consumer Cyclical,PACO
PRI,Stock (TH),Real Estate,PRIN
SPVI,Stock (TH),Technology,SPVI
SFT,Stock (US),,SFTX
TNH,Stock (TH),Healthcare,TNH
TNP,Stock (TH),Consumer Defensive,TNP
AUCT,Stock (TH),Consumer Cyclical,AUCT
KT-AASIA,Stock (US),Communication Services,KT
KT-ASHARES,Stock (US),Communication Services,KT
KT-CHINA,Stock (US),Communication Services,KT
KT-GEQ,Stock (US),Communication Services,KT
KT-GOLDUH,Stock (US),Communication Services,KT
KT-GREEN,Stock (US),Communication Services,KT
KT-HEALTHCARE,Stock (US),Communication Services,KT
KT-NASDAQ,Stock (US),Communication Services,KT
KT-SAGA,Stock (US),Communication Services,KT
KT-USSM,Stock (US),Communication Services,KT
KT-ST,Stock (US),Communication Services,KT
KT-WQUALITY,Stock (US),Communication Services,KT
KT-ST,Stock (US),Communication Services,KT
KT-WQUALITY,Stock (US),Communication Services,KT
CHIQ US,Stock (TH),Industrials,CHO
SA-USD-LHBLUESKY,Stock (TH),Financial Services,KTB-R
SA-EUR-LHBLUESKY,Stock (TH),Financial Services,KTB-R
SA-EUR-LHBLUESKY,Stock (TH),Financial Services,KTB-R
SA-DUMMY-LHCYBER,Stock (TH),Financial Services,SCB-R
SA-DUMMY-LHCYBER,Stock (TH),Financial Services,SCB-R
AXFDICU LX,Stock (US),Financial Services,LX
SA-DUMMY-LHCYBER,Stock (TH),Financial Services,SCB-R
SA-DUMMY-LHDIGITAL,Stock (TH),Financial Services,SCB-R
SA-DUMMY-LHDIGITAL,Stock (TH),Financial Services,SCB-R
SA-DUMMY-LHDIGITAL,Stock (TH),Financial Services,SCB-R
SA-FCDUSD-LHESPORT,Stock (TH),Financial Services,SCB-R
SA-FCDUSD-LHESPORT,Stock (TH),Financial Services,SCB-R
SA-FCDUSD-LHESPORT,Stock (TH),Financial Services,SCB-R
SA-USD-LHGBLOCK,Stock (TH),Financial Services,KTB-R
SA-USD-LHGBLOCK,Stock (TH),Financial Services,KTB-R
SA-USD-LHGBLOCK,Stock (TH),Financial Services,KTB-R
SA-DUMMY-USD-LHGEQ,Stock (TH),Financial Services,SCB-R
SA-DUMMY-USD-LHGEQ,Stock (TH),Financial Services,SCB-R
SA-DUMMY-USD-LHGEQ,Stock (TH),Financial Services,SCB-R
SA-USD-LHGIGO,Stock (TH),Financial Services,KTB-R
SA-USD-LHGIGO,Stock (TH),Financial Services,KTB-R
SA-LGT-LHGINCOME,Stock (TH),Financial Services,SCB-R
SA-LGT-LHGINCOME,Stock (TH),Financial Services,SCB-R
SA-LGT-LHGINCOME,Stock (TH),Financial Services,SCB-R
SA-DUMMY-LHGINRMF,Stock (TH),Financial Services,SCB-R
SA-FCD-LHGLIFE-E2,Stock (US),Financial Services,KPCPF
SA-FCD-LHGLIFE-E2,Stock (US),Financial Services,KPCPF
SA-FCD-LHGLIFE-E2,Stock (US),Financial Services,KPCPF
DDD US,Stock (US),Technology,DDD
APP US,Stock (US),Communication Services,APP
BE US,Stock (US),Industrials,BE
CLS US,Stock (US),Technology,CLS
NET US,Stock (US),Technology,NET
GALD SW,Stock (US),Healthcare,GALDY
CYBR US,Stock (US),Technology,CYBR
GE US,Stock (US),Industrials,GE
IONQ US,Stock (US),Technology,IONQ
GS US,Stock (US),Financial Services,GS
KTOS US,Stock (US),Industrials,KTOS
SA-CHF-LHGSELECT,Stock (TH),Financial Services,KTB-R
SA-DUMMY-LHGSELECT,Stock (TH),Financial Services,KTB-R
SA-EUR-LHGSELECT,Stock (TH),Financial Services,KTB-R
OKLO US,Stock (US),Utilities,OKLO
SA-HKD-LHGSELECT,Stock (TH),Financial Services,KTB-R
ONDS US,Stock (US),Technology,ONDS
PL US,Stock (US),Industrials,PL
RBLX US,Stock (US),Communication Services,RBLX
SOFI US,Stock (US),Financial Services,SOFI
STX US,Stock (US),Technology,STX
TEM US,Stock (US),Healthcare,TEM
STX US,Stock (US),Technology,STX
TEM US,Stock (US),Healthcare,TEM
SA-KTB-LHMM,Stock (TH),Financial Services,KTB
SA-KTB-LHMM,Stock (TH),Financial Services,KTB
INET,Stock (TH),Technology,INET
INET,Stock (TH),Technology,INET
CA-BAY LHMMRMF,Stock (TH),Financial Services,BAY
SA-USD-LHQTUM,Stock (TH),Financial Services,KTB-R
SA-USD-LHQTUM,Stock (TH),Financial Services,KTB-R
INV_UOB_LHSTPLUS,Stock (US),Financial Services,UOVEF
INV_UOB_LHSTPLUS,Stock (US),Financial Services,UOVEF
SA-USD-LHUS,Stock (TH),Financial Services,KTB-R
SA-USD-LHUS,Stock (TH),Financial Services,KTB-R
SA-USD-LHUS,Stock (TH),Financial Services,KTB-R
SA-FCD-LHUSFIN,Stock (US),Financial Services,KPCPF
SA-FCD-LHUSFIN,Stock (US),Financial Services,KPCPF
SA-FCD-LHUSFIN,Stock (US),Financial Services,KPCPF
SA-DUMMY-HKD_LHVN,Stock (TH),Financial Services,SCB-R
SA-DUMMY-VND,Stock (TH),Financial Services,SCB-R
SA-USD-LHVN,Stock (TH),Financial Services,SCB-R
SA-DUMMY-VND,Stock (TH),Financial Services,SCB-R
SA-USD-LHVN,Stock (TH),Financial Services,SCB-R
CENT SP,Stock (US),Consumer Defensive,CENT
SA-DUMMY-EUR-LHWPL,Stock (TH),Financial Services,SCB-R
SA-DUMMY-HKD-LHWPL,Stock (TH),Financial Services,SCB-R
SA-DUMMY-AUD-LHWPL,Stock (TH),Financial Services,SCB-R
SA-DUMMY-SGD-LHWPL,Stock (TH),Financial Services,SCB-R
SA-DUMMY-SGD-LHWPL,Stock (TH),Financial Services,SCB-R
SA-DUMMY-USD-LHWPL,Stock (TH),Financial Services,SCB-R
GHB,Stock (US),Healthcare,GHBWF
SA-DUMMY-USD-LHWPL,Stock (TH),Financial Services,SCB-R
SA-DUMMY-USD-LHWPL,Stock (TH),Financial Services,SCB-R
3988F,Stock (HK),Financial Services,3988
MSUAFEZ,Stock (US),Financial Services,MS
MSUAFEZ,Stock (US),Financial Services,MS
941F,Stock (HK),Other,941
939F,Stock (US),Financial Services,CICHY
939F,Stock (US),Financial Services,CICHY
GOOGL US,Stock (US),Communication Services,GOOGL
939F,Stock (US),Financial Services,CICHY
CSCO US,Stock (US),Technology,CSCO
QCOM US,Stock (US),Technology,QCOM
QCOM US,Stock (US),Technology,QCOM
CSCO US,Stock (US),Technology,CSCO
ITX SM,Stock (TH),Financial Services,SM
ABI BB,Stock (US),Consumer Defensive,BUDFF
MC FP,Stock (US),Financial Services,MC
SAN FP,Stock (US),Financial Services,SAN
SAP GR,Stock (US),Technology,SAPGF
SU FP,Stock (US),Energy,SU
SU FP,Stock (US),Energy,SU
SIE GR,Stock (US),Industrials,SIEGY
SIE GR,Stock (US),Industrials,SIEGY
SIE GR,Stock (US),Industrials,SIEGY
ABT US,Stock (US),Healthcare,ABT
AMGN US,Stock (US),Healthcare,AMGN
AZN US,Stock (US),Healthcare,AZN
ISRG US,Stock (US),Healthcare,ISRG
MRK US,Stock (US),Healthcare,MRK
JNJ US,Stock (US),Healthcare,JNJ
JNJ US,Stock (US),Healthcare,JNJ
TMO US,Stock (US),Healthcare,TMO
TMO US,Stock (US),Healthcare,TMO
HSBC US,Stock (US),Financial Services,HSBC
KO US,Stock (US),Consumer Defensive,KO
BAC US,Stock (US),Financial Services,BAC
BAC US,Stock (US),Financial Services,BAC
PG US,Stock (US),Consumer Defensive,PG
PG US,Stock (US),Consumer Defensive,PG
CHCAU,Stock (US),Real Estate,CTOUF
CHCAU,Stock (US),Real Estate,CTOUF
CHCAU,Stock (US),Real Estate,CTOUF
HKD_ONE-ALLCHINA,Stock (TH),Financial Services,SCB-R
USD_JP ALLCHINA,Stock (US),Financial Services,JPM
USD_JP ALLCHINA,Stock (US),Financial Services,JPM
JPY JP_APACPROP,Stock (US),Financial Services,JPM
USD_ONE-APACESG,Stock (US),Financial Services,JPM
FORGRTI LX EQUITY,Stock (US),Financial Services,BNPQF
SGD JP_APACPROP,Stock (US),Financial Services,JPM
USD JP_APACPROP,Stock (US),Financial Services,JPM
JPY_DBK_COMRETURN,Stock (US),Financial Services,DB
UOB_SI_DELIGHT,Stock (US),Financial Services,UOVEF
UOB_SI_DELIGHT,Stock (US),Financial Services,UOVEF
BAY CA_ONE-DI,Stock (TH),Financial Services,BAY
UOB SI_ONE-DI,Stock (US),Financial Services,UOVEF
BGDIBUA ID EQUITY,Stock (US),,IDEQ
USD_JP_ONE-DISC,Stock (US),Financial Services,JPM
BGDIBUA ID EQUITY,Stock (US),,IDEQ
ABT US EQUITY,Stock (US),Healthcare,ABT
USD_JP_ONE-DISCRMF,Stock (US),Financial Services,JPM
GOOGL US EQUITY,Stock (US),Communication Services,GOOGL
AEM CN EQUITY,Stock (US),Basic Materials,AEM
AMT US EQUITY,Stock (US),Real Estate,AMT
MO US EQUITY,Stock (US),Consumer Defensive,MO
APH US EQUITY,Stock (US),Technology,APH
BKNG US EQUITY,Stock (US),Consumer Cyclical,BKNG
ASML NA EQUITY,Stock (US),Technology,ASML
APP US EQUITY,Stock (US),Communication Services,APP
AVGO US EQUITY,Stock (US),Technology,AVGO
CNQ CN EQUITY,Stock (US),Energy,CNQ
CAT US EQUITY,Stock (US),Industrials,CAT
BATS LN EQUITY,Stock (US),Consumer Defensive,BTAFF
KO US EQUITY,Stock (US),Consumer Defensive,KO
COP US EQUITY,Stock (US),Energy,COP
CEG US EQUITY,Stock (US),Utilities,CEG
DUK US EQUITY,Stock (US),Utilities,DUK
LLY US EQUITY,Stock (US),Healthcare,LLY
XOM US EQUITY,Stock (US),Energy,XOM
EOG US EQUITY,Stock (US),Energy,EOG
HWM US EQUITY,Stock (US),Industrials,HWM
RACE IM EQUITY,Stock (US),Consumer Cyclical,RACE
RMS FP EQUITY,Stock (US),Consumer Cyclical,HESAY
MA US EQUITY,Stock (US),Financial Services,MA
MCD US EQUITY,Stock (US),Consumer Cyclical,MCD
LIN US EQUITY,Stock (US),Basic Materials,LIN
MRK US EQUITY,Stock (US),Healthcare,MRK
MCO US EQUITY,Stock (US),Financial Services,MCO
META US EQUITY,Stock (US),Communication Services,META
NEM US EQUITY,Stock (US),Basic Materials,NEM
NEE US EQUITY,Stock (US),Utilities,NEE
PM US EQUITY,Stock (US),Consumer Defensive,PM
NOVOB DC EQUITY,Stock (US),Healthcare,NVO
PG US EQUITY,Stock (US),Consumer Defensive,PG
